ent ID,IRI,Label,OWL Type,Source Ontology,Current IRI (to deprecate),Status,BFO/CCO Parent IRI,Definition (brief),Migration Target,Date Added,Notes,PURL to Register,Old PURL to Update,PURL Action,"PURL Target URL
(where ent IRI redirects to)"
ent00000053,https://w3id.org/cco-domains/domains/StagingOntology#ent00000053,CVV,owl:Class,StagingOntology,,Proposed,https://purl.org/cco/ont00000077  # Code Identifier,A Code Identifier printed on a payment card to reduce online fraud.,Financial Domain Ontology 2026-Q4,2026-03-17,"altLabel: Card Verification Value, CVC",https://purl.org/cco/ent00000053,—,Register new ent PURL → ontology file,https://raw.githubusercontent.com/ethical-freelancing/EFO/main/ontology/domains/StagingOntology.ttl
ent00000054,https://w3id.org/cco-domains/domains/StagingOntology#ent00000054,Expiration Date Identifier,owl:Class,StagingOntology,,Proposed,https://purl.org/cco/ont00001340  # Calendar Date Identifier,A Calendar Date Identifier designating when a payment card expires.,Financial Domain Ontology 2026-Q4,2026-03-17,"Parent fixed from TimeOfDayIdentifier to CalendarDateIdentifier; Superseded 2026-07-13 by ent00000070 (has expiration date) property pattern; retained pending Paul data migration, then deprecate",https://purl.org/cco/ent00000054,—,Register new ent PURL → ontology file,https://raw.githubusercontent.com/ethical-freelancing/EFO/main/ontology/domains/StagingOntology.ttl
ent00000055,https://w3id.org/cco-domains/domains/StagingOntology#ent00000055,Telecommunication Network Identifier,owl:Class,StagingOntology,,Proposed,https://purl.org/cco/ont00000686  # Designative ICE,A Designative ICE that identifies a Telecommunication Network or information in such a network.,CyberOntology (P3195.1.1) 2026-Q3,2026-07-09 00:00:00,Superclass of TelephoneNumber and EmailAddress; migrated from Orphan,https://purl.org/cco/ent00000055,—,Register new ent PURL → ontology file,https://raw.githubusercontent.com/ethical-freelancing/EFO/main/ontology/domains/StagingOntology.ttl
ent00000056,https://w3id.org/cco-domains/domains/AddressOntology#ent00000056,Postal Zone,owl:Class,AddressOntology,,Removed,https://purl.org/cco/ont00000460  # Local Administrative Region,A Local Administrative Region delimiting delivery points within a postal system.,PostalAddressOntology,2026-03-17,Geographic region designated by a PostalCode; migrated from Orphan | Term not present in committed AddressOntology.ttl as of 2026-08-05; marked Removed per registry-audit finding.,https://purl.org/cco/ent00000056,—,Register new ent PURL → ontology file,https://raw.githubusercontent.com/ethical-freelancing/EFO/main/ontology/domains/PostalAddressOntology.ttl
ent00000057,https://w3id.org/cco-domains/domains/PersonOntology#ent00000057,Title,owl:Class,PersonOntology,,Active,https://purl.org/cco/ont00000003  # Designative Name,"A Designative Name component preceding the given name (Mr., Dr., Prof.).",PersonOntology,2026-05-01 00:00:00,RFC 9553 §2.2.1; distinct from Suffix which follows family name,https://purl.org/cco/ent00000057,—,Register new ent PURL → ontology file,https://raw.githubusercontent.com/ethical-freelancing/EFO/main/ontology/domains/PersonOntology.ttl
ent00000058,https://w3id.org/cco-domains/domains/PersonOntology#ent00000058,Surname2,owl:Class,PersonOntology,,Active,https://purl.org/cco/ont00000003  # Designative Name,A secondary surname used in naming conventions where a person bears two family names.,PersonOntology,2026-05-01 00:00:00,RFC 9553 §2.2.1; maternal surname in Spanish/Portuguese naming,https://purl.org/cco/ent00000058,—,Register new ent PURL → ontology file,https://raw.githubusercontent.com/ethical-freelancing/EFO/main/ontology/domains/PersonOntology.ttl
ent00000059,https://w3id.org/cco-domains/domains/AddressOntology#ent00000059,Country Code,owl:Class,AddressOntology,,Active,cco:ent00000312,A Code Identifier designating a country using ISO 3166-1 standardized abbreviation.,PostalAddressOntology,2026-07-06 00:00:00,RFC 9553 §2.5.1; distinct from CountryName (ent00000014) which is a Proper Name,https://purl.org/cco/ent00000059,—,Register new ent PURL → ontology file,https://raw.githubusercontent.com/ethical-freelancing/EFO/main/ontology/domains/PostalAddressOntology.ttl
ent00000061,https://w3id.org/cco-domains/domains/PersonOntology#ent00000061,has birthdate,owl:ObjectProperty,PersonOntology,,Active,https://purl.org/cco/ont00001262  # domain Person / range Birthdate,Each instance of Person has an instance of Birthdate.,PersonOntology,2026-04-18 00:00:00,Added in July 6 rebuild,https://purl.org/cco/ent00000060,—,Register new ent PURL → ontology file,https://raw.githubusercontent.com/ethical-freelancing/EFO/main/ontology/domains/PostalAddressOntology.ttl
ent00000062,https://w3id.org/cco-domains/domains/PersonOntology#ent00000062,Person Identifier,owl:Class,PersonOntology,,Active,https://purl.org/cco/ont00000649  # non-Name Identifier,A non-Name Identifier for a person.,PersonOntology,2026-04-20 00:00:00,Renamed from has city name value,,,,
ent00000063,https://w3id.org/cco-domains/domains/PersonOntology#ent00000063,Maroon Eye Color,owl:Class,PersonOntology,,Active,https://purl.org/cco/ent00000037,An Eye Color that appears maroon.,PersonOntology,2026-07-11,closeMatch CCO Maroon (ont00000913); minted 2026-07-11 for AAMVA MAR coverage,,,,
ent00000064,https://w3id.org/cco-domains/domains/PersonOntology#ent00000064,Pink/Red Eye Color,owl:Class,PersonOntology,,Active,https://purl.org/cco/ent00000037,An Eye Color that appears pink or light red due to lack of pigmentation.,PersonOntology,2026-07-11,closeMatch CCO Red (ont00001277); minted 2026-07-11 for AAMVA PNK/albinism coverage,,,,
ent00000065,https://w3id.org/cco-domains/domains/PersonOntology#ent00000065,Drivers License Number,owl:Class,PersonOntology,,Active,https://purl.org/cco/ent00000062  # Person Identifier,A Person Identifier issued to a person by a driver-licensing authority.,PersonOntology,2026-07-11,Promoted from Mee persona:DriversLicenseNumber 2026-07-11; sibling of SSN under Person Identifier,,,,
ent00000066,https://w3id.org/cco-domains/domains/PersonOntology#ent00000066,Passport Number,owl:Class,PersonOntology,,Active,https://purl.org/cco/ent00000062  # Person Identifier,A Person Identifier issued to a person by a passport-issuing authority.,PersonOntology,2026-07-11,Promoted from Mee persona:PassportNumber 2026-07-11; sibling of SSN under Person Identifier,,,,
ent00000067,https://w3id.org/cco-domains/domains/PersonOntology#ent00000067,Place of Birth,owl:Class,PersonOntology,,Active,https://purl.org/cco/ont00000686  # Designative Information Content Entity,"A Designative ICE that designates the civil jurisdiction in which a person's birth was registered, as recorded on an identity document (may differ from geographic birth location).",PersonOntology,2026-07-11,"Promoted from Mee persona:PlaceOfBirth 2026-07-11; Option A (string designator, registration-jurisdiction semantics)",,,,
ent00000068,https://w3id.org/cco-domains/domains/PersonOntology#ent00000068,Issuing Jurisdiction,owl:Class,PersonOntology,,Active,https://purl.org/cco/ont00000686  # Designative Information Content Entity,"A Designative ICE designating the governmental authority that issued an identity document, at any level (national/state/agency/municipal), as recorded on the document. Not a postal address component.",PersonOntology,2026-07-11,"Promoted from Mee persona:IssuingJurisdiction AND persona:IssuingCountry 2026-07-11 (both collapse to this level-agnostic term); string designator, issuer-authority semantics",,,,
ent00000069,https://w3id.org/cco-domains/domains/StagingOntology#ent00000069,has issue date,owl:ObjectProperty,StagingOntology,,Active,https://purl.org/cco/ont00001879 (subPropertyOf 'designated by'); range ont00001340 (Calendar Date Identifier),Relates an issued thing to the Calendar Date Identifier designating the date on which it was issued.,StagingOntology,2026-07-13,"Option B (role-as-relation, not subclass); promoted from Mee persona:IssueDate 2026-07-13",,,,
ent00000070,https://w3id.org/cco-domains/domains/StagingOntology#ent00000070,has expiration date,owl:ObjectProperty,StagingOntology,,Active,https://purl.org/cco/ont00001879 (subPropertyOf 'designated by'); range ont00001340 (Calendar Date Identifier),Relates a thing with a validity period to the Calendar Date Identifier designating the date after which it is no longer valid.,StagingOntology,2026-07-13,Option B (role-as-relation); SUPERSEDES ent00000054 ExpirationDateIdentifier subclass; migrate Paul's data in gov-ID PR bundle,,,,
ent00000071,https://w3id.org/cco-domains/domains/StagingOntology#ent00000071,Checking Account Number,owl:Class,StagingOntology,,Active,https://purl.org/cco/ont00000077  # Code Identifier,A Code Identifier that designates a checking account within a financial institution's system of record.,StagingOntology,2026-07-14,DL-011 (DP-1 Option A); promoted from Mee persona:CheckingAccountNumber; FinanceCluster Architecture v0.1 §5,,,,
ent00000072,https://w3id.org/cco-domains/domains/StagingOntology#ent00000072,Routing Number,owl:Class,StagingOntology,,Active,https://purl.org/cco/ont00000077  # Code Identifier,A Code Identifier that designates a financial institution within a payment clearing network for routing payments.,StagingOntology,2026-07-14,DL-011 (DP-1 Option A); institution-level identifier — see FinanceCluster Architecture v0.1 §5.2 for pre-specified refactor trigger (Financial Institution Identifier intermediate on 2nd institution-level identifier); promoted from Mee persona:RoutingNumber,,,,
ent00000073,https://w3id.org/cco-domains/domains/StagingOntology#ent00000073,has payment card,owl:ObjectProperty,StagingOntology,persona:hasPaymentCard (Mee — migrates at promotion PR),Active,"(bare ObjectProperty; domain cco:ont00001017 Agent, range cco:ent00000049 Payment Card)",Relates an Agent to a Payment Card the Agent has and is authorized to use.,StagingOntology,2026-07-15,DL-010; promoted from Mee persona:hasPaymentCard; closes Wave 2.5; date-annotation omitted from stanza per deferred date-drift cleanup,,,,
ent00000310,https://w3id.org/cco-domains/domains/AddressOntology#ent00000310,Address,owl:Class,AddressOntology,,Active,cco:ont00000958,"An ICE that identifies a physical location of a person, facility or organization for the purpose of communication or service.",PersonOntology,2026-06-15,"Added to registry retroactively 2026-08 (registry-audit finding); committed in file since 2026-06-15, not previously registered.",,,,
ent00000312,https://w3id.org/cco-domains/domains/AddressOntology#ent00000312,Address Component,owl:Class,AddressOntology,,Active,cco:ont00000958,An ICE that is part of an address and provides a specific piece of information needed to locate or identify the address target.,StagingOntology,2026-06-15,Added to registry retroactively 2026-08 (registry-audit finding); parent of Country Name/Code and other address components.,,,,
ent00000316,https://w3id.org/cco-domains/domains/AddressOntology#ent00000316,has address component,owl:ObjectProperty,AddressOntology,,Active,domain cco:ent00000310 / range cco:ent00000312,Connects an Address instance to an AddressComponent instance that is part of that address. Inverse of ent00000317.,StagingOntology,2026-06-15,Added to registry retroactively 2026-08 (registry-audit finding).,,,,
ent00000317,https://w3id.org/cco-domains/domains/AddressOntology#ent00000317,is address component of,owl:ObjectProperty,AddressOntology,,Active,domain cco:ent00000312 / range cco:ent00000310,Connects an AddressComponent instance to the Address it is part of. Inverse of ent00000316.,StagingOntology,2026-06-15,Added to registry retroactively 2026-08 (registry-audit finding). Definition text in file has a drafting error (self-cites ent00000316; states wrong direction) — flagged for Jim to fix in Protégé.,,,,
ent00000318,https://w3id.org/cco-domains/domains/AddressOntology#ent00000318,has street address value,owl:DatatypeProperty,AddressOntology,,Active,cco:ent00000011,Datatype property for Street Address value,PostalAddressOntology,2026-06-15,Added in July 6 rebuild,https://purl.org/cco/ent00000060,—,Register new ent PURL → ontology file,https://raw.githubusercontent.com/ethical-freelancing/EFO/main/ontology/domains/PostalAddressOntology.ttl
ent00000319,https://w3id.org/cco-domains/domains/AddressOntology#ent00000319,has city value,owl:DatatypeProperty,AddressOntology,persona:hasPaymentCard (Mee — migrates at promotion PR),Active,cco:ent00000012,Datatype property for City value,StagingOntology,2026-06-15,Renamed from has city name value,,,,
ent00000320,https://w3id.org/cco-domains/domains/AddressOntology#ent00000320,has state value,owl:DatatypeProperty,AddressOntology,,Active,cco:ent00000013,Datatype property for State value,,2026-06-15,Renamed from has state name value,,,,
ent00000321,https://w3id.org/cco-domains/domains/AddressOntology#ent00000321,has postal code value,owl:DatatypeProperty,AddressOntology,,Active,cco:ent00000015,Datatype property for Postal Code value,,2026-06-15,Existing,,,,
ent00000322,https://w3id.org/cco-domains/domains/AddressOntology#ent00000322,has country code value,owl:DatatypeProperty,AddressOntology,,Active,cco:ent00000059,Datatype property for Country Code value,,2026-07-06,NEW - FunctionalProperty,,,,
ent00000323,https://w3id.org/cco-domains/domains/AddressOntology#ent00000323,has country name value,owl:DatatypeProperty,AddressOntology,,Active,cco:ent00000014,Datatype property for Country Name value,,2026-07-07,NEW,,,,
ent00000324,https://w3id.org/cco-domains/domains/AddressOntology#ent00000324,has address,owl:ObjectProperty,AddressOntology,,Active,,An object property that relates an entity to an address that designates a location associated with that entity.,,2026-08-22 00:00:00,Range: cco:ent00000310 (Address). Minted to support AddressDesignation pattern; unblocks address databook follow-up PR to Paul.,,,,
ent00000325,https://w3id.org/cco-domains/domains/StagingOntology#ent00000325,SubjectClaimGraph,owl:Class,StagingOntology,,Active,,A named graph or reification structure that associates a set of claims with a single claimant and one or more subjects.,,2026-08-22,"Minted per DL-017. Top-level class, no BFO parent. Formal mint replacing placeholder cco-s:SubjectClaimGraph.",,,,
ent00000326,https://w3id.org/cco-domains/domains/StagingOntology#ent00000326,claimant,owl:ObjectProperty,StagingOntology,,Active,,Relates a SubjectClaimGraph to the Agent that asserts the claims it contains.,,2026-08-22,Domain: ent00000325. Range: cco:ont00001180 (Agent). Minted per DL-017.,,,,
ent00000327,https://w3id.org/cco-domains/domains/StagingOntology#ent00000327,subject,owl:ObjectProperty,StagingOntology,,Active,,Relates a SubjectClaimGraph to a resource that the claims within it are about.,,2026-08-22,Domain: ent00000325. Range: unconstrained. Minted per DL-017.,,,,
